的,u,客服1,O
，,wp,客服1,O
就,d,客服1,O
是,v,客服1,O
在线课,v,客服1,O
的,u,客服1,O
话,n,客服1,O
您,r,客服1,O
会,v,客服1,O
考虑,v,客服1,O
吗,u,客服1,O
？,wp,客服1,O
,,,
嗯,v,客户1,O
到,v,客户1,O
时候,n,客户1,O
再,d,客户1,O
想,v,客户1,O
一,m,客户1,O
想,v,客户1,O
吧,u,客户1,O
。,wp,客户1,O
,,,
啊,e,客服1,O
好,a,客服1,O
的,u,客服1,O
好,a,客服1,O
的,u,客服1,O
那,r,客服1,O
问,v,客服1,O
一下,m,客服1,O
先,d,客服1,O
问,v,客服1,O
一下,m,客服1,O
爸爸,n,客服1,O
您,r,客服1,O
贵姓,n,客服1,O
呀,u,客服1,O
？,wp,客服1,O
,,,
姓,v,客户1,B-NAME
成,v,客户1,E-NAME
成功,a,客户1,O
的,u,客户1,O
成,v,客户1,O
。,wp,客户1,O
,,,
哦,e,客服1,O
你好,i,客服1,O
成,v,客服1,B-NAME
爸爸,n,客服1,E-NAME
，,wp,客服1,O
那,r,客服1,O
小朋友,n,客服1,O
的,u,客服1,O
话,n,客服1,O
现在,nt,客服1,O
目前,nt,客服1,O
是,v,客服1,O
几,m,客服1,O
年级,n,客服1,O
呀,u,客服1,O
？,wp,客服1,O
,,,
现在,nt,客户1,O
初一,n,客户1,B-GRADE
啦,u,客户1,O
。,wp,客户1,O
,,,
初一,nt,客服1,B-GRADE
啦,u,客服1,O
好,a,客服1,O
的,u,客服1,O
，,wp,客服1,O
那,c,客服1,O
我,r,客服1,O
了解,v,客服1,O
了,u,客服1,O
那,r,客服1,O
这个,r,客服1,O
信息,n,客服1,O
的,u,客服1,O
话,n,客服1,O
到,v,客服1,O
时候,n,客服1,O
我,r,客服1,O
这里,r,客服1,O
会,v,客服1,O
帮,v,客服1,O
您,r,客服1,O
做,v,客服1,O
一下,m,客服1,O
记录,v,客服1,O
的,u,客服1,O
，,wp,客服1,O
那,r,客服1,O
您,r,客服1,O
这里,r,客服1,O
的,u,客服1,O
话,n,客服1,O
也,d,客服1,O
考虑,v,客服1,O
一下,m,客服1,O
，,wp,客服1,O
如果,c,客服1,O
后续,v,客服1,O
有,v,客服1,O
什么,r,客服1,O
需要,v,客服1,O
的,u,客服1,O
话,n,客服1,O
可以,v,客服1,O
再,d,客服1,O
联系,v,客服1,O
我们,r,客服1,O
亲亲,v,客服1,O
的,u,客服1,O
好,a,客服1,O
吗,u,客服1,O
？,wp,客服1,O
,,,
嗯,o,客户1,O
好,a,客户1,O
的,u,客户1,O
好,a,客户1,O
的,u,客户1,O
好,a,客户1,O
的,u,客户1,O
。,wp,客户1,O
,,,
好,a,客服1,O
那,r,客服1,O
祝,v,客服1,O
您,r,客服1,O
节日,n,客服1,O
快乐,a,客服1,O
，,wp,客服1,O
嗯,e,客服1,O
啊,e,客服1,O
好,d,客服1,O
再见,v,客服1,O
。,wp,客服1,O
,,,
